parent_asin,category,title,description,brand,price,average_rating,rating_count,review_text,search_text
B08L9J95JY,Industrial & Scientific,New CPU Cooling Fan Intended for Dell Inspiron 5490 5498 Vostro 5490 Series Laptop Replacement Fan (Not Fit The AIO Series),Brand new replacement fan,PYDDIN,14.9,3.7,3,"The fan for my Dell Inspiron 5490 (bought in 2020) was completely busted after 2 years, so I had to buy a replacement fan. I ordered this part and had my old fan replaced.<br /><br />After more than t",Category: Industrial & Scientific | Brand: PYDDIN | Product: New CPU Cooling Fan Intended for Dell Inspiron 5490 5498 Vostro 5490 Series Laptop Replacement Fan (Not Fit The AIO Series) | Description: Brand new replacement fan | Price: $14.90
B091C3VP6R,Computers,"Mac Book Pro Charger - 118W USB C Charger Power Adapter Compatible with MacBook Pro 16, 15, 14, 13 Inch, MacBook Air 13 Inch, iPad Pro 2021/2020/2019/2018, Included 7.2ft USB C to C Cable",,Tancold,19.99,4.5,581,"This charger works great on my Apple laptop and I did not have to pay an outrageous price! This charger works as well as I had hoped.  It quickly charges my aging Macbook and the plug attaches nicely to the computer with excellent magnetic strength. Wonderful to find this instead of paying so much more for the one from Apple. Worked perfectly for our older macbook Product came in one day. This macbook Pro/Macbook Air charger is very sturdy and nicely packaged.<br /><br />The cord length is the same length as the charger that came with my MacBook, so I can easil","Category: Computers | Brand: Tancold | Product: Mac Book Pro Charger - 118W USB C Charger Power Adapter Compatible with MacBook Pro 16, 15, 14, 13 Inch, MacBook Air 13 Inch, iPad Pro 2021/2020/2019/2018, Included 7.2ft USB C to C Cable | Description:  | Price: $19.99"
B08H2HC87Z,Computers,G.Skill RipJaws DDR4 SO-DIMM Series 64GB (2 x 32GB) 260-Pin SO-DIMM DDR4 3200 CL22-22-22-52 1.20V Dual Channel Memory F4-3200C22D-64GRS,Designed for the latest ultra high performance NUC and small form factor PCs,G.Skill,98.99,4.8,522,"I can’t really fault the product for a compatibility issue that’s really due to a finicky computer. Easy install, seems fast. It’s not much to it… plug and play on a razer 15 advanced 2021 Works well. Very good Ram Memory. Installed in my new qnap ts-464. No issue.",Category: Computers | Brand: G.Skill | Product: G.Skill RipJaws DDR4 SO-DIMM Series 64GB (2 x 32GB) 260-Pin SO-DIMM DDR4 3200 CL22-22-22-52 1.20V Dual Channel Memory F4-3200C22D-64GRS | Description: Designed for the latest ultra high performance NUC and small form factor PCs | Price: $98.99
B07WMTP5YC,Camera & Photo,Canon Lens Hood EW-88F,Designed to prevent stray light from entering the lens in order to keep unwanted glare from affecting your images and/or videos.,Canon,59.95,4.4,4,No way to tell for what lens it fits!,Category: Camera & Photo | Brand: Canon | Product: Canon Lens Hood EW-88F | Description: Designed to prevent stray light from entering the lens in order to keep unwanted glare from affecting your images and/or videos. | Price: $59.95
B00AIBOB60,Industrial & Scientific,Adda 120mm x 38mm New Case Fan 12V DC 120CFM Waterproof to IP55 Ball Bearing 3 pin,,Adda,37.24,5.0,1,works great in continuous outdoor use,Category: Industrial & Scientific | Brand: Adda | Product: Adda 120mm x 38mm New Case Fan 12V DC 120CFM Waterproof to IP55 Ball Bearing 3 pin | Description:  | Price: $37.24
B0049KSO14,All Electronics,underwater case for the Nokia 5230 Nuron - weather and waterproof case safely protects against the elements,"Whether you are heading to the beach or off on a camping trip, the Gomadic Waterproof bag is an effective and inexpensive way of protecting your Nokia 5230 Nuron from the environment. Constructed of super strong TPU material and employing a simple and secure closure mechanism, our Gomadic Waterproof Case will provide unparalleled protection from sand, snow, rain, dust and water. Great for the beach, amusement park, swimming pool, camping, hiking, biking, and kayaking, to just name a few. Custom ",Gomadic,26.71,1.0,1,I ordered a protective case for a Nokia Nuron and Apple Iphone. I thought the cases were designed for each cell phone since they asked for the model of each cell phone. The 2 cases were identical alth,"Category: All Electronics | Brand: Gomadic | Product: underwater case for the Nokia 5230 Nuron - weather and waterproof case safely protects against the elements | Description: Whether you are heading to the beach or off on a camping trip, the Gomadic Waterproof bag is an effective and inexpensive way of protecting your Nokia 5230 Nuron from the environment. Constructed of super strong TPU material and employing a simple and secure closure mechanism, our Gomadic Waterproof | Price: $26.71"
B0B258LY6R,,"Replacement Keyboard for Dell inspiron 13 5368 5378 5370 5379 7368 7370 7373 7375 7378, inspiron 15 5568 5578 5579 7560 7569 7570 7572 7573 7579 Series Laptop with Backlit Without Frame US Layout",Condition: Brand New Letter: English Layout: US Layout with Backlit Compatible P/N: 0H4XRJ NSK-EB0BW Color: Black Compatible Models: Dell inspiron 13 5368 5378 5370 5379 Series LaptopDell inspiron 13 7368 7370 7373 7375 7378 Series LaptopDell inspiron 15 5568 5578 5579 Series LaptopDell inspiron 15 7560 7569 7570 7572 7573 7579 Series Laptop Package Include: 1x Replacement Baclit Keyboard,KBRPARTS,21.19,4.0,13,this is a quality aftermarket keyboard replacement.  Dell no longer sells the OEM replacements so I ordered two different aftermarket brands and this one was much better quality than the other brand. ,"Category: nan | Brand: KBRPARTS | Product: Replacement Keyboard for Dell inspiron 13 5368 5378 5370 5379 7368 7370 7373 7375 7378, inspiron 15 5568 5578 5579 7560 7569 7570 7572 7573 7579 Series Laptop with Backlit Without Frame US Layout | Description: Condition: Brand New Letter: English Layout: US Layout with Backlit Compatible P/N: 0H4XRJ NSK-EB0BW Color: Black Compatible Models: Dell inspiron 13 5368 5378 5370 5379 Series LaptopDell inspiron 13 7368 7370 7373 7375 7378 Series LaptopDell inspiron 15 5568 5578 5579 Series LaptopDell inspiron 15  | Price: $21.19"
B0092ZPHFM,Camera & Photo,Kastar Battery Replacement for Nikon EN-EL14 EN-EL14a MH-24 MH-24a and Nikon D3100 D3200 D3300 D3400 D3500 D5100 D5200 D5300 D5500 D5600 DF Coolpix P7000 P7100 P7700 P7800 DSLR Camera,Bullet Point 1 Kastar Replacement Battery for Nikon EN-EL14a EN-EL14 Battery Bullet Point 2 Battery Type: Li-ion; Battery Voltage: 7.4V Bullet Point 3 Battery Capacity: 1700mAh Bullet Point 4 Package Includes: 1 Battery Bullet Point 5 Compatible: Nikon D3100 D3200 D3300 D3400 D5100 D5300 D5500 D5600 DSLR and Nikon Coolpix P7000 Coolpix P7100 Coolpix P7700 Coolpix P7800 Df DSLR Cameras Description Details Package Includes: 1 x Li-ion Battery Product Description: Never run out of battery power whe,Kastar,10.99,4.4,215,Shipped on time. Worked perfectly. :) Gave it to my grandaughter for her new 3200. Good backup battery. It has a good duration and its charges and work likes the original one. Good price and it worht more than that. It works fine. It's great having an extra battery for long trips and extended shooting and editing.,Category: Camera & Photo | Brand: Kastar | Product: Kastar Battery Replacement for Nikon EN-EL14 EN-EL14a MH-24 MH-24a and Nikon D3100 D3200 D3300 D3400 D3500 D5100 D5200 D5300 D5500 D5600 DF Coolpix P7000 P7100 P7700 P7800 DSLR Camera | Description: Bullet Point 1 Kastar Replacement Battery for Nikon EN-EL14a EN-EL14 Battery Bullet Point 2 Battery Type: Li-ion; Battery Voltage: 7.4V Bullet Point 3 Battery Capacity: 1700mAh Bullet Point 4 Package Includes: 1 Battery Bullet Point 5 Compatible: Nikon D3100 D3200 D3300 D3400 D5100 D5300 D5500 D5600 | Price: $10.99
B07WFTLZM7,Computers,Qotom-Q330G4 Fanless Mini PC with 4 Ethernet LAN Firewall Intel Core i3 4005U Computer (4G RAM + 32G SSD),,Qotom,183.01,3.5,10,"If you're dead on buying this unit, do yourself a favor and get it barebones without the RAM or mSATA. The mSATA in my started throwing errors within the first day of running OPNsense and crashed mult Great little box. Have been running pfSense with Snort for about a month, no freezes, no overheating, stable, no issues whatsoever.<br />NIC performance is very good. Ran some minor tests with iPerf a The included WiFi (Intel Centrino Wireless-N 2230) does not work as an Access Point (AP) with PfSense, but works in Infrastructure (BSS) mode only. I replaced the included WiFi with AR9280 AR5BHB92 Ha The unit appeared to be dead.  There was no manual in the box and the manufacturer had nothing on their website.  Found a manual at the manualslib .com archive.  Opened the chassis and discovered one  I installed PFSense 2.4.4, installed my old router's backup export, assigned the ports, and was back on the internet.  It works well with PFSense and makes a good router.",Category: Computers | Brand: Qotom | Product: Qotom-Q330G4 Fanless Mini PC with 4 Ethernet LAN Firewall Intel Core i3 4005U Computer (4G RAM + 32G SSD) | Description:  | Price: $183.01
B08VHVF14K,Musical Instruments,"GAOZHOU Microphone, USB Microphones Condenser Mic Kit with Tripod Stand, Computer Laptop Mics for Studio Recording Voice Over and Podcasts, Streaming",,GAOZHOU,12.99,4.1,14,"I love how small and easy to set up this powerful mic is. I have no complaints it’s perfect as is it even cancel out the noise in the background I use this when I broadcast I am happy with my purchase Super happy i found this mic!! I do voice acting and reading for asmr and audiobooks, and the mic i had before just wasn't cutting it anymore. Grabbed this one because it was cheap without seeming tra Super happy i found this mic!! I do voice acting and reading for asmr and audiobooks, and the mic i had before just wasn't cutting it anymore. Grabbed this one because it was cheap without seeming tra Super happy i found this mic!! I do voice acting and reading for asmr and audiobooks, and the mic i had before just wasn't cutting it anymore. Grabbed this one because it was cheap without seeming tra","Category: Musical Instruments | Brand: GAOZHOU | Product: GAOZHOU Microphone, USB Microphones Condenser Mic Kit with Tripod Stand, Computer Laptop Mics for Studio Recording Voice Over and Podcasts, Streaming | Description:  | Price: $12.99"
B09FX28KQY,Cell Phones & Accessories,"(1 Pack) Orzero Paper Screen Protector Compatible for iPad Mini 6 8.3 inch 2021, Tempered Glass Anti-Glare Like Drawing Feel 9H Anti-Scratch for iPad Mini 6th Generation(Lifetime Replacement)",,Orzero,8.49,4.1,55,"Good deal compared to other brands like Paperlike. Happy with the purchase.<br /><br />Pros: Fast delivery (arrived the next day); Good price; Provides a surface that feels less like glass and more li It does indeed add a nice paperlike feel and installation was a breeze, but it adds a haze to the display I really don't like. Almost as if the pixel density has been reduced, producing a somewhat blu I bit the bullet with this as it’s a new product and had no reviews yet (I’m the first). I couldn’t be happier with the decision. When looking for a paper like screen protector, typically you will fin Pretty solid screen protector. I've become a big fan of matte glass screen protectors (have one on my iPhone 12) so was disappointed when one wasn't available at launch for the iPad Mini 6. Thankfully It’s supposed to be glare free. But have to turn it at an angle to see it sometimes.  It’s definitely not clear at all.  It looks like it has a film over it. Of course it does, but ones that I used in","Category: Cell Phones & Accessories | Brand: Orzero | Product: (1 Pack) Orzero Paper Screen Protector Compatible for iPad Mini 6 8.3 inch 2021, Tempered Glass Anti-Glare Like Drawing Feel 9H Anti-Scratch for iPad Mini 6th Generation(Lifetime Replacement) | Description:  | Price: $8.49"
B09ZKHWDNP,Industrial & Scientific,"HDMI to VGA Cable 3.3ft 2-Pack, HDMI to VGA Adapter (Male to Male) 1080P HD Video Cord Compatible for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV and More (NOT Bidirectional, 1M)",,URELEGAN,15.99,4.4,233,"I connect my new laptop to my old monitor. It works. That's all it needs to do. Good product for this price I am so happy I pick the right one, it got connected immediately. I Good product, good quality, and the price is right! I am so happy I pick the right one, it got connected immediately. I Good product, good quality, and the price is right! It works as it should","Category: Industrial & Scientific | Brand: URELEGAN | Product: HDMI to VGA Cable 3.3ft 2-Pack, HDMI to VGA Adapter (Male to Male) 1080P HD Video Cord Compatible for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV and More (NOT Bidirectional, 1M) | Description:  | Price: $15.99"
B087NC8ZL6,Industrial & Scientific,"USB Over RJ45，USB RJ45 Extender Over Cat5/Cat5e /Cat6 Cable Extension Cable Connector Adapter - Up to 150ft Length, Printer","👍 Ideal for use with USB cameras, printers, web cams, keyboard/mouse extensions and any other USB devices. ➤1.Allows you to connect your USB devices to your computer at a distance of up to 150ft ➤2. Self-powered so no external power source is required. ➤3. Uses standard cat5/cat5e/cat6 patch cord (not included) . ➤4. Base bonnectors: USB type a mmle rj45 female . ➤5. Remote connectors :Usb type a female ,rj45 female . ➤6. Color: Black . 👍 Please note： ➤The maximum distance between this USB devic",Eanetf,6.99,4.1,225,a waste of money. tried a 50 ft cable. windows 10 said device malfunction. tried a 3 ft cable same thing. plugged camera directly to computer worked fine 50ft run of 5e using a Bluetooth adapter didn't work consistently unless using powered usb hub. can i give it zero stars? Doesn't work with any laptop I tried it on. I got this item along with a 100' Cat7 shielded Ethernet cable.  The listing said it was good for up to 150' with good Ethernet cable.  Cat7 is plenty good.  I'm trying to run a book scanner.  It has  just what I needed,"Category: Industrial & Scientific | Brand: Eanetf | Product: USB Over RJ45，USB RJ45 Extender Over Cat5/Cat5e /Cat6 Cable Extension Cable Connector Adapter - Up to 150ft Length, Printer | Description: 👍 Ideal for use with USB cameras, printers, web cams, keyboard/mouse extensions and any other USB devices. ➤1.Allows you to connect your USB devices to your computer at a distance of up to 150ft ➤2. Self-powered so no external power source is required. ➤3. Uses standard cat5/cat5e/cat6 patch cord (n | Price: $6.99"
B082852283,All Electronics,20V AC/DC Adapter Replacement for JBL Boombox Portable Bluetooth Speaker MAIN-40911 JBLBOOMBOXSQUADAM JBLBOOMBOXGRNAM JBLBOOMBOXBLKEU JBLBOOMBOXBLKJN Honor ADS-90PLA-19-2 20080E Power Supply,,YUSTDA,9.88,4.7,20,Works just fine,Category: All Electronics | Brand: YUSTDA | Product: 20V AC/DC Adapter Replacement for JBL Boombox Portable Bluetooth Speaker MAIN-40911 JBLBOOMBOXSQUADAM JBLBOOMBOXGRNAM JBLBOOMBOXBLKEU JBLBOOMBOXBLKJN Honor ADS-90PLA-19-2 20080E Power Supply | Description:  | Price: $9.88
B003V9PE58,Computers,"HQRP AC Power Adapter Cord Compatible with Kodak EasyShare C875, CD40, CD43, CD703 Digital Camera Plus Euro Plug Adapter","#11A2_9July10_ACKV+EUR Compatible Models: C875, CD40, CD43, CD703 Compatible Models: C875, CD40, CD43, CD703WARNING for California residents pursuant to CA Proposition 65: Disclaimer:This is not an original OEM product, HQRP branded product is a replacement. All brand names and logos are registered trademarks of their respective owners. Any use of the brand names or model designations for this product are made solely for purposes of demonstrating compatibility. brand HQRP upc 884667489411",HQRP,8.91,5.0,1,Great product,"Category: Computers | Brand: HQRP | Product: HQRP AC Power Adapter Cord Compatible with Kodak EasyShare C875, CD40, CD43, CD703 Digital Camera Plus Euro Plug Adapter | Description: #11A2_9July10_ACKV+EUR Compatible Models: C875, CD40, CD43, CD703 Compatible Models: C875, CD40, CD43, CD703WARNING for California residents pursuant to CA Proposition 65: Disclaimer:This is not an original OEM product, HQRP branded product is a replacement. All brand names and logos are registered  | Price: $8.91"
B01M8F0P85,Industrial & Scientific,Grow1 LED Binocular Microscope 60x SKU999005,The LED Binocular Microscope is great for on-the-go identification of pests and diseases on your plants so you can quickly and accurately resolve the problem. This microscope can switch between 2 LED lights or 1 LED black light for maximum clarity and comes ready to use with (3) LR1130 batteries. Instructions and fabric carrying pouch included.,Grow1,18.13,4.0,8,Good Great product as advertised.,Category: Industrial & Scientific | Brand: Grow1 | Product: Grow1 LED Binocular Microscope 60x SKU999005 | Description: The LED Binocular Microscope is great for on-the-go identification of pests and diseases on your plants so you can quickly and accurately resolve the problem. This microscope can switch between 2 LED lights or 1 LED black light for maximum clarity and comes ready to use with (3) LR1130 batteries. In | Price: $18.13
B084ML4KPY,Computers,Mertak Hard Case Compatible with MacBook Pro 16 14 Air 13 inch M2 M1 Mac 15 12 2022 2021 2019 2018 Print Laptop Fish Cover Protective Octopus Cephalopod Ocean Plastic Cosmic Tentacles Touch Bar,Plastic snap on hardshell for your laptop!   Lightweight and slim design. Adds minimal bulk and provides full body protection.   Rubber feet and vented base prevent your computer from sliding and allows your laptop to breathe!   Keep your laptop protected in a stylish way!   Compatible with: MacBook AIR 13 inch (2022) M2 - A2681 MacBook AIR 13 inch (2020) M1 - A2337/A2179 MacBook AIR 13 inch (2018/2019) - A1932 MacBook AIR 13 inch (2017) - A1369/A1466 MacBook AIR 11 inch - A1370/A1465 MacBook PR,Mertak,40.0,4.3,20,"I was highly dissatisfied and disappointed with my MacBook case. The bottom case did not snap easily when installing. Made sure and double checked the model number was on the list of approval from the Esta muy bonito pero el diseño no está pensado para el adaptador para usb ni ningún otro, no entra Fit perfectly and functioned perfectly. Well made and beautiful.",Category: Computers | Brand: Mertak | Product: Mertak Hard Case Compatible with MacBook Pro 16 14 Air 13 inch M2 M1 Mac 15 12 2022 2021 2019 2018 Print Laptop Fish Cover Protective Octopus Cephalopod Ocean Plastic Cosmic Tentacles Touch Bar | Description: Plastic snap on hardshell for your laptop!   Lightweight and slim design. Adds minimal bulk and provides full body protection.   Rubber feet and vented base prevent your computer from sliding and allows your laptop to breathe!   Keep your laptop protected in a stylish way!   Compatible with: MacBook | Price: $40.00
B0C8B2S7NP,All Electronics,"Jaihonda Digital Day Calendar Clocks Extra Large Time Date and Day of The Week Dementia Clock for Seniors Elderly Impaired Vision Auto Dimming + 3 Medication Reminders(8"" Black)","Why Choose the Extra Large Digital Time and Date Day of the Week Clock for Elderly Patients with Dementia ? 8 inch digital day clock extra large display Time, Day, Date, Month and the cycle of the day; Each period has no confusing abbreviation letters to remind you, which helps the Alzheimer distinguish day and night and helps others manage their time effectively. Large number and day date clock for seniors with dementia is a great gift for elderly, seniors, memory loss, alzheimer on festival or",Jaihonda,30.99,4.4,330,This works great and was easy to setup. My father who has Alzheimer’s has been able to keep track of days much better since we got this for him. I did have to set it up for him but it kept time when I,"Category: All Electronics | Brand: Jaihonda | Product: Jaihonda Digital Day Calendar Clocks Extra Large Time Date and Day of The Week Dementia Clock for Seniors Elderly Impaired Vision Auto Dimming + 3 Medication Reminders(8"" Black) | Description: Why Choose the Extra Large Digital Time and Date Day of the Week Clock for Elderly Patients with Dementia ? 8 inch digital day clock extra large display Time, Day, Date, Month and the cycle of the day; Each period has no confusing abbreviation letters to remind you, which helps the Alzheimer disting | Price: $30.99"
B07C3F5WS5,Cell Phones & Accessories,"tomtoc 360 Protective Laptop Sleeve for 13-inch New Surface Pro 9/8/X with Signature Keyboard, 12.3 Inch Surface Pro 7+/7/6/5/4 with Type Cover, Spill-Resistant Laptop Bag Briefcase fit Dell XPS 13",,tomtoc,31.99,4.7,2463,"Great case! Perfect size and looks nice! I bought a 15.6 inch to protect and carry my 15.6 laptop. Unfortunately, it's quite large and it's way too big. I have to also stuff it into my backpack laptop pocket as it's clearly way bigger than t this is a really nice case. the inside is soft and plush. the color is great too I almost dumped my new 2021 air on the hard ground. I strapped it in, and thinking I could just pick it up and zip it closed, the mac came flying out the side, luckily, I was somewhat paying attention Fits well. Use for a surface pro. No complaints","Category: Cell Phones & Accessories | Brand: tomtoc | Product: tomtoc 360 Protective Laptop Sleeve for 13-inch New Surface Pro 9/8/X with Signature Keyboard, 12.3 Inch Surface Pro 7+/7/6/5/4 with Type Cover, Spill-Resistant Laptop Bag Briefcase fit Dell XPS 13 | Description:  | Price: $31.99"
B09H4K3WBT,Tools & Home Improvement,"XINYIBO 1cm double-sided hook and loop fastening tape Reusable wire ties Cable ties Hook and loop nylon fastening tape Wire manager for home, office (Black, 25Yard)",,XINYIBO,10.99,4.8,618,"This product is a great value for when you have a need for Velcro uses. So far works exactly as I wanted . Excellent product for the price! I have purchased similar items from JoAnn fabric store at a much greater cost! Was happy to find this item. Its too small. 1cm do not stick together well.<br />I believe the 1/2 inch or best 1 in would be better than the 1/4 in (1cm)  I would by again a 1 inch. It replaces any rubber band. I bought this for cables that are too long, to bind them up (especially those that will seldom or never need adjusting).  I use some almost every day.  (I use a lot of tech)  Works great. This is a two sided hook and loop strip. I bought it to make cable ties and ties to bundle other loose articles. It is just what I was looking for so that I can cut just what I need to bundle those ar","Category: Tools & Home Improvement | Brand: XINYIBO | Product: XINYIBO 1cm double-sided hook and loop fastening tape Reusable wire ties Cable ties Hook and loop nylon fastening tape Wire manager for home, office (Black, 25Yard) | Description:  | Price: $10.99"
B09TDZT4XP,Cell Phones & Accessories,"Megoo [3 Pack] Surface Laptop Studio Screen Protector 14.4'', 9H Hardness/Scratch Resistant/Easy Installation Tempered Glass Screen Protector,Compatible with Surface Slim Pen 2 and Case Friendly",,Megoo,35.78,4.6,17,The MEGOO protective screen is slightly smaller than the screen of the Microsoft Surface Studio.  This 32nd of an inch all-around difference needs to be factored when applying the screen but isn't an  Easy to install the hinge method makes it very easy to get a fast dust free mount of the screen out of the box.,"Category: Cell Phones & Accessories | Brand: Megoo | Product: Megoo [3 Pack] Surface Laptop Studio Screen Protector 14.4'', 9H Hardness/Scratch Resistant/Easy Installation Tempered Glass Screen Protector,Compatible with Surface Slim Pen 2 and Case Friendly | Description:  | Price: $35.78"
B097LPMFFP,Camera & Photo,Allenjoy Motocross Birthday Party Backdrop for Boys Black and Blue Balloons Decoration Motorcycle Dirt Bike Bday Cake Table Banner Photography Background Photo Booth Props,,Allenjoy,16.99,4.9,17,Love it ! perfect thanks Love it ! perfect thanks Love it ! perfect thanks,Category: Camera & Photo | Brand: Allenjoy | Product: Allenjoy Motocross Birthday Party Backdrop for Boys Black and Blue Balloons Decoration Motorcycle Dirt Bike Bday Cake Table Banner Photography Background Photo Booth Props | Description:  | Price: $16.99
B00IYM2X6A,Camera & Photo,"Vidpro Digital Camera Tripod, Compatible with Nikon Coolpix S32 Digital Camera, Flexible Tripod - for Digital Cameras and Camcorders - Approx Height 13 inches","Vidpro Digital Camera Tripod, Compatible with Nikon Coolpix S32 Digital Camera, Flexible Tripod - for Digital Cameras and Camcorders - Approx Height 13 inches",VidPro,14.95,5.0,1,Awesome.,"Category: Camera & Photo | Brand: VidPro | Product: Vidpro Digital Camera Tripod, Compatible with Nikon Coolpix S32 Digital Camera, Flexible Tripod - for Digital Cameras and Camcorders - Approx Height 13 inches | Description: Vidpro Digital Camera Tripod, Compatible with Nikon Coolpix S32 Digital Camera, Flexible Tripod - for Digital Cameras and Camcorders - Approx Height 13 inches | Price: $14.95"
B093NYK79L,All Electronics,EXXACT PARTS OA03 OA04 Laptop Battery for HP 751906-541 746641-001 740715-001 746458-421 240 G2 250 G3 HSTNN-LB5Y CQ14 CQ15 15-r015dx 15-g019wm 15-g012dx 15-g029wm 15-d069wm [14.8V 2200mAh],,EXXACT PARTS,11.89,4.1,81,"My daughter computer would not stay on because of low battery.  She tried leaving it plugged up but it continue to blank out.  I order this battery and computer is working great. This is my second one. The last one I bought lasted a number of years and had started to loose battery time. New one doesn't seem to hold charge as good as the last one I bought but for the price its  It fit my laptop perfectly Got the first one and it wouldn't charge  ,and I returned it and this one. It works well but don't last as long as the factory one I bought this battery in Nov '21 and installed it in December. The laptop has been plugged in constantly since and when I went to unplug it and transport it last week it held no charge whatsoever. Dis",Category: All Electronics | Brand: EXXACT PARTS | Product: EXXACT PARTS OA03 OA04 Laptop Battery for HP 751906-541 746641-001 740715-001 746458-421 240 G2 250 G3 HSTNN-LB5Y CQ14 CQ15 15-r015dx 15-g019wm 15-g012dx 15-g029wm 15-d069wm [14.8V 2200mAh] | Description:  | Price: $11.89
B08L4D2Z73,Toys & Games,E-outstanding USB Power Charger Cable 7.2V 250mA Output USB Charging Charger Cable with SM 2P Plug for Ni-Cd Ni-MH Battery,,E-outstanding,5.99,4.1,27,Works perfectly to charge my remote controlled helicopter.,Category: Toys & Games | Brand: E-outstanding | Product: E-outstanding USB Power Charger Cable 7.2V 250mA Output USB Charging Charger Cable with SM 2P Plug for Ni-Cd Ni-MH Battery | Description:  | Price: $5.99
B01MSUPB00,All Electronics,"24 Volt Battery Pack for The Razor E175 (5 Ah, with Harness, W13111201003)",,Alvey,51.09,4.3,51,"Got my grandsons Razor running again. Watched YouTube vid in order to install it. It is worth recommending This battery died after 2 uses, waste of money and I have a very unhappy kid Super easy hookup! Couldn’t ask for more in a battery. I swear the Razor seems faster than when it was new! Horrible. Don't buy from here. I lost 31.00 on shipping back a DEFECTIVE BATTERY and then they're charged me a restocking fee so I lost 50.00 on this transaction.","Category: All Electronics | Brand: Alvey | Product: 24 Volt Battery Pack for The Razor E175 (5 Ah, with Harness, W13111201003) | Description:  | Price: $51.09"
B07DYJNF4G,Computers,"New Pavilion 15-AY052NR 15-AY052TX 15-AY053TU HD 15.6"" LED LCD Replacement Screen",,Generic,47.8,4.7,5,"Excelente Fit perfectly, no complaint","Category: Computers | Brand: Generic | Product: New Pavilion 15-AY052NR 15-AY052TX 15-AY053TU HD 15.6"" LED LCD Replacement Screen | Description:  | Price: $47.80"
B009D91314,Computers,Blackmagic Design UltraStudio Mini Recorder - Thunderbolt,"The Power of Thunderbolt: Built on revolutionary Thunderbolt technology, UltraStudio has a blazingly fast 10 Gb/s connection that's up to 20 times faster than USB 2.0. That's enough bandwidth to handle the highest resolution video formats easily Unmatched Quality: Now you can handle any job your client presents to you, from TVC to feature films. UltraStudio operates with both compressed and uncompressed video, so it can handle anything and you're not locked into a single codec quality Works with",Blackmagic Design,160.97,4.2,914,Didn't work It works to a degree but OS X El Capitan is making it a pain...in the culo  no preview in FMLE... SDI worked in wirecast but HDMI didnt work at all... Soooo frustrated Too Expensive and the quality of video is lost in the transition These work perfectly with Thunderbolt connectors and hooked to my Macbook Pro. I run Windows 10 on my Macbook and use these with vMix to add live multi-camera mixing capabilities.  I have now ordered  I love the Blackmagic Design thunderbolt recorder. It is the perfect size to throw in your bag and carry with you anywhere you might need to use it. Love the thunderbolt capability and ease of usage. ,"Category: Computers | Brand: Blackmagic Design | Product: Blackmagic Design UltraStudio Mini Recorder - Thunderbolt | Description: The Power of Thunderbolt: Built on revolutionary Thunderbolt technology, UltraStudio has a blazingly fast 10 Gb/s connection that's up to 20 times faster than USB 2.0. That's enough bandwidth to handle the highest resolution video formats easily Unmatched Quality: Now you can handle any job your cli | Price: $160.97"
B07CMXCBV2,,OFFTEK 4GB Replacement Memory RAM Upgrade for Acer TravelMate 5744-xxxx (DDR3-10600) Laptop Memory,,OFFTEK,14.46,3.5,2,good product not as good is as company,Category: nan | Brand: OFFTEK | Product: OFFTEK 4GB Replacement Memory RAM Upgrade for Acer TravelMate 5744-xxxx (DDR3-10600) Laptop Memory | Description:  | Price: $14.46
B07W3SG32Z,All Electronics,"5 Packs Earbud Headphones with Remote & Microphone, findTop in Ear Earphone Brass Sound Noise Isolating Tangle Free for iOS and Android Smart Phones, Laptops",,findTop,11.99,4.2,618,"Lasted only a few months before wires broke. Poor sound quality. Our red pair separated after a week of use at the mic/toggle part. Not sure how safe they are now. A bit disappointed, but since we have multiple people at home trying to participate in remote Learnin ok for the money. Sound was fine but I found the cord a little short. If you need cheap ear buds they worked fine. I bought these for my children to do virtual learning and they work great. Kids like the little feature it comes with and they said good quality sound. Well worth buying.","Category: All Electronics | Brand: findTop | Product: 5 Packs Earbud Headphones with Remote & Microphone, findTop in Ear Earphone Brass Sound Noise Isolating Tangle Free for iOS and Android Smart Phones, Laptops | Description:  | Price: $11.99"
B0BKZ33RXQ,All Electronics,"USB C Hub Adapters for MacBook Pro/MacBook Air M1 M2 2022 2021 2020 2019 13"" 14"" 15"" 16"", RayCue 6-in-2 Multiport MacBook Adapter with Thunderbolt 3, 3 USB 3.0 Ports, SD/TF Card Reader",,RayCue,18.99,4.4,4228,"I hated that my hp zbook came with only one usb port because it was always in use because of my mouse. Now I can plug in 3 usbs and 1 usb c. I also really like that it has card readmers which is super Works fine. The only thing is it doesn't fit perfect with a lap top case on it It works great until you plug more than one thing. Then USB start to lose connection and speed. RETURNED. This is a must have with your MacBook or MacBook pro. This allows you to do everything without having every port taken up for what you need to do because this allows you to do it all in one. Easy to s Helpful, in terms of no hassling cord. Very convenient.","Category: All Electronics | Brand: RayCue | Product: USB C Hub Adapters for MacBook Pro/MacBook Air M1 M2 2022 2021 2020 2019 13"" 14"" 15"" 16"", RayCue 6-in-2 Multiport MacBook Adapter with Thunderbolt 3, 3 USB 3.0 Ports, SD/TF Card Reader | Description:  | Price: $18.99"
